+1001046399.0ns,0,4,12
+1001046399.0ns,7,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1001046399.0ns,0,4,12
+1053603197.0ns,0,4,12
+1053603197.0ns,7,4,12
+1054067197.0ns,0,4,12
+1054531197.0ns,0,4,12
+1054995197.0ns,0,4,12
+1055459197.0ns,0,4,12
+1055923197.0ns,0,4,12
+1056387197.0ns,0,4,12
+1056851197.0ns,0,4,12
+1057315197.0ns,0,4,12
+1057779197.0ns,0,4,12
+1106156796.0ns,0,4,12
+1106620796.0ns,0,4,12
+1107084796.0ns,0,4,12
+1107548796.0ns,0,4,12
+1108012796.0ns,0,4,12
+1108476796.0ns,0,4,12
+1108940796.0ns,0,4,12
+1109404796.0ns,0,4,12
+1109868796.0ns,0,4,12
+1110332796.0ns,0,4,12
+1759925798.0ns,0,4,12
+1759925798.0ns,7,4,12
+1779305565.0ns,0,4,12
+1816949797.0ns,0,4,12
+1816949797.0ns,7,4,12
+1836329564.0ns,0,4,12
+1869896996.0ns,0,4,12
+1889276763.0ns,0,4,12
+1968335378.0ns,0,4,12
+2025359377.0ns,0,4,12
+2066684466.0ns,0,4,12
+2078306576.0ns,0,4,12
+2108998521.0ns,0,4,12
+2109546780.0ns,0,4,12
+2123708465.0ns,0,4,12
+2127132195.0ns,0,4,12
+2143528712.0ns,0,4,12
+2146511962.0ns,0,4,12
+2166022520.0ns,0,4,12
+2170550519.0ns,0,4,12
+2176655664.0ns,0,4,12
+2180079394.0ns,0,4,12
+2180551393.0ns,0,4,12
+2199459161.0ns,0,4,12
+2199931160.0ns,0,4,12
+2200552711.0ns,0,4,12
+2218969719.0ns,0,4,12
+2223497718.0ns,0,4,12
+2241407164.0ns,0,4,12
+2243330863.0ns,0,4,12
+2248711523.0ns,0,4,12
+2253499910.0ns,0,4,12
+2261414360.0ns,0,4,12
+2296278062.0ns,0,4,12
+2296278062.0ns,7,4,12
+2296750061.0ns,0,4,12
+2297222060.0ns,0,4,12
+2298431163.0ns,0,4,12
+2305735522.0ns,0,4,12
+2314361559.0ns,0,4,12
+2314833558.0ns,0,4,12
+2315305557.0ns,0,4,12
+2335541775.0ns,0,4,12
+2335541775.0ns,7,4,12
+2351378362.0ns,0,4,12
+2358233261.0ns,0,4,12
+2358682721.0ns,0,4,12
+2376316758.0ns,0,4,12
+2388488974.0ns,0,4,12
+2388960973.0ns,0,4,12
+2411180460.0ns,0,4,12
+2411652459.0ns,0,4,12
+2412124458.0ns,0,4,12
+2429263957.0ns,0,4,12
+2429735956.0ns,0,4,12
+2430207955.0ns,0,4,12
+2433890863.0ns,0,4,12
+2450444173.0ns,0,4,12
+2468415659.0ns,0,4,12
+2476204918.0ns,0,4,12
+2477855659.0ns,0,4,12
+2480924918.0ns,0,4,12
+2486499156.0ns,0,4,12
+2486838062.0ns,0,4,12
+2487310061.0ns,0,4,12
+2495939156.0ns,0,4,12
+2503391372.0ns,0,4,12
+2503863371.0ns,0,4,12
+2504335370.0ns,0,4,12
+2510735109.0ns,0,4,12
+2521362858.0ns,0,4,12
+2521834857.0ns,0,4,12
+2522306856.0ns,0,4,12
+2529152117.0ns,0,4,12
+2529624116.0ns,0,4,12
+2530802858.0ns,0,4,12
+2531274857.0ns,0,4,12
+2531746856.0ns,0,4,12
+2533872117.0ns,0,4,12
+2534344116.0ns,0,4,12
+2539446355.0ns,0,4,12
+2539918354.0ns,0,4,12
+2540390353.0ns,0,4,12
+2548793261.0ns,0,4,12
+2548886355.0ns,0,4,12
+2549358354.0ns,0,4,12
+2549830353.0ns,0,4,12
+2563682308.0ns,0,4,12
+2564154307.0ns,0,4,12
+2565346571.0ns,0,4,12
+2565630562.0ns,0,4,12
+2583318057.0ns,0,4,12
+2597478057.0ns,0,4,12
+2601740460.0ns,0,4,12
+2602198057.0ns,0,4,12
+2602212459.0ns,0,4,12
+2602684458.0ns,0,4,12
+2608613561.0ns,0,4,12
+2611638057.0ns,0,4,12
+2615917920.0ns,0,4,12
+2618293770.0ns,0,4,12
+2618765769.0ns,0,4,12
+2619237768.0ns,0,4,12
+2621078057.0ns,0,4,12
+2630518057.0ns,0,4,12
+2636265256.0ns,0,4,12
+2636737255.0ns,0,4,12
+2637209254.0ns,0,4,12
+2639958057.0ns,0,4,12
+2649398057.0ns,0,4,12
+2650425256.0ns,0,4,12
+2650897255.0ns,0,4,12
+2651369254.0ns,0,4,12
+2655145256.0ns,0,4,12
+2655617255.0ns,0,4,12
+2656089254.0ns,0,4,12
+2658838057.0ns,0,4,12
+2661560760.0ns,0,4,12
+2662032759.0ns,0,4,12
+2663346857.0ns,0,4,12
+2664585256.0ns,0,4,12
+2665057255.0ns,0,4,12
+2665529254.0ns,0,4,12
+2668865119.0ns,0,4,12
